split,case,image,mask
train,cju3518w2d838079939fqztbc,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3518w2d838079939fqztbc.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3518w2d838079939fqztbc.png
train,109,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/109.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/109.png
train,cju6vqarjv7yo0987q4b1btk1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju6vqarjv7yo0987q4b1btk1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju6vqarjv7yo0987q4b1btk1.png
train,cju2pmhtr17a00855cvpelzb0,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2pmhtr17a00855cvpelzb0.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2pmhtr17a00855cvpelzb0.png
train,276,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/276.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/276.png
train,cju7d8m3b2e210755l8fj1yph,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7d8m3b2e210755l8fj1yph.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7d8m3b2e210755l8fj1yph.png
train,cju5fb86jd1jp0755b1ukbhq5,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5fb86jd1jp0755b1ukbhq5.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5fb86jd1jp0755b1ukbhq5.png
train,cju7b3f5h1sm40755i572jden,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7b3f5h1sm40755i572jden.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7b3f5h1sm40755i572jden.png
train,cju83rcnzkbsj0755x5anfrcg,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju83rcnzkbsj0755x5anfrcg.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju83rcnzkbsj0755x5anfrcg.png
train,cju2ij9uiic2l09933ljiv6gm,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2ij9uiic2l09933ljiv6gm.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2ij9uiic2l09933ljiv6gm.png
train,cju32l161bi1v07990vm376in,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju32l161bi1v07990vm376in.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju32l161bi1v07990vm376in.png
train,cju30ywtc0oar0835bp2en7ec,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju30ywtc0oar0835bp2en7ec.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju30ywtc0oar0835bp2en7ec.png
train,cju45pm27n80u08174kyow1gj,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju45pm27n80u08174kyow1gj.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju45pm27n80u08174kyow1gj.png
train,cju7fnfv02tt90801djnix9m8,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7fnfv02tt90801djnix9m8.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7fnfv02tt90801djnix9m8.png
train,537,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/537.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/537.png
train,84,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/84.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/84.png
train,cju1cdxvz48hw0801i0fjwcnk,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1cdxvz48hw0801i0fjwcnk.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1cdxvz48hw0801i0fjwcnk.png
train,cju6ur9l9v9jq0755paud9uka,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju6ur9l9v9jq0755paud9uka.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju6ur9l9v9jq0755paud9uka.png
train,210,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/210.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/210.png
train,303,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/303.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/303.png
train,cju85c2d4ln1b0755zz1z3onx,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju85c2d4ln1b0755zz1z3onx.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju85c2d4ln1b0755zz1z3onx.png
train,cju2yw4s7z7p20988lmf2gdgd,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2yw4s7z7p20988lmf2gdgd.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2yw4s7z7p20988lmf2gdgd.png
train,cju43in5fm22c08175rxziqrk,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju43in5fm22c08175rxziqrk.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju43in5fm22c08175rxziqrk.png
train,cju8bysfgrzkl081786jwac09,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8bysfgrzkl081786jwac09.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8bysfgrzkl081786jwac09.png
train,cju34i3qvcyog0855qiejxx5w,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju34i3qvcyog0855qiejxx5w.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju34i3qvcyog0855qiejxx5w.png
train,355,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/355.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/355.png
train,cju8arof2qpf20850ifr1bnqj,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8arof2qpf20850ifr1bnqj.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8arof2qpf20850ifr1bnqj.png
train,cju87zv8lni0o0850hbbecbq6,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju87zv8lni0o0850hbbecbq6.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju87zv8lni0o0850hbbecbq6.png
train,cju2zdvjn9h7r08553cp4eed5,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2zdvjn9h7r08553cp4eed5.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2zdvjn9h7r08553cp4eed5.png
train,cju3xeexgii1j0817zs68tb4g,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3xeexgii1j0817zs68tb4g.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3xeexgii1j0817zs68tb4g.png
train,cju5vgawslbe30987ndeepc1b,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5vgawslbe30987ndeepc1b.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5vgawslbe30987ndeepc1b.png
train,cju6wt9jvvn500871hjn3t3g0,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju6wt9jvvn500871hjn3t3g0.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju6wt9jvvn500871hjn3t3g0.png
train,365,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/365.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/365.png
train,cju774fmayxif0818u2g79usw,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju774fmayxif0818u2g79usw.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju774fmayxif0818u2g79usw.png
train,cju8ceacrsqkr0755hdz145es,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8ceacrsqkr0755hdz145es.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8ceacrsqkr0755hdz145es.png
train,cju7dsrtb2f8i085064kwugfk,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7dsrtb2f8i085064kwugfk.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7dsrtb2f8i085064kwugfk.png
train,cju85dx63lic408017f0l0400,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju85dx63lic408017f0l0400.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju85dx63lic408017f0l0400.png
train,135,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/135.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/135.png
train,125,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/125.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/125.png
train,557,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/557.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/557.png
train,cju7d1tvt25bu08019dvw3uff,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7d1tvt25bu08019dvw3uff.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7d1tvt25bu08019dvw3uff.png
train,186,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/186.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/186.png
train,cju5es375cnzy0801nkq35ffs,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5es375cnzy0801nkq35ffs.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5es375cnzy0801nkq35ffs.png
train,ck2bxiswtxuw80838qkisqjwz,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/ck2bxiswtxuw80838qkisqjwz.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/ck2bxiswtxuw80838qkisqjwz.png
train,140,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/140.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/140.png
train,313,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/313.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/313.png
train,cju3xl264ingx0850rcf0rshj,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3xl264ingx0850rcf0rshj.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3xl264ingx0850rcf0rshj.png
train,556,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/556.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/556.png
train,498,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/498.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/498.png
train,cju5fw37edaae0801vkwvocn7,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5fw37edaae0801vkwvocn7.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5fw37edaae0801vkwvocn7.png
train,139,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/139.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/139.png
train,cju2sevf53lkx08558h5bpaig,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2sevf53lkx08558h5bpaig.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2sevf53lkx08558h5bpaig.png
train,cju1erep75us208553i4ofwwe,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1erep75us208553i4ofwwe.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1erep75us208553i4ofwwe.png
train,107,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/107.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/107.png
train,cju5tgbzhjllu08174ca41eus,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5tgbzhjllu08174ca41eus.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5tgbzhjllu08174ca41eus.png
train,cju6v4szov55u0871qmqz3v8n,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju6v4szov55u0871qmqz3v8n.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju6v4szov55u0871qmqz3v8n.png
train,271,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/271.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/271.png
train,386,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/386.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/386.png
train,cju890guyoiti098753yg6cdu,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju890guyoiti098753yg6cdu.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju890guyoiti098753yg6cdu.png
train,cju1b75x63ddl0799sdp0i2j3,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1b75x63ddl0799sdp0i2j3.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1b75x63ddl0799sdp0i2j3.png
train,cju7ea4om2l910801bohqjccy,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7ea4om2l910801bohqjccy.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7ea4om2l910801bohqjccy.png
train,227,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/227.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/227.png
train,cju2p0eveqtdc0835gpi3p93i,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2p0eveqtdc0835gpi3p93i.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2p0eveqtdc0835gpi3p93i.png
train,cju32upim1z7u0988l883nqp6,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju32upim1z7u0988l883nqp6.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju32upim1z7u0988l883nqp6.png
train,137,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/137.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/137.png
train,cju8cattbsivm0818p446wgel,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8cattbsivm0818p446wgel.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8cattbsivm0818p446wgel.png
train,cju7es23b2vcp0755gpbm9s7v,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7es23b2vcp0755gpbm9s7v.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7es23b2vcp0755gpbm9s7v.png
train,599,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/599.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/599.png
train,147,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/147.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/147.png
train,cju2z1nxlzaj40835wj81s1iy,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2z1nxlzaj40835wj81s1iy.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2z1nxlzaj40835wj81s1iy.png
train,cju8b5p40r2c60987ofa0mu03,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8b5p40r2c60987ofa0mu03.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8b5p40r2c60987ofa0mu03.png
train,cju5vzjoslpj708186z2fusmz,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5vzjoslpj708186z2fusmz.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5vzjoslpj708186z2fusmz.png
train,403,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/403.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/403.png
train,cju1c6yfz42md08550zgoz3pw,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1c6yfz42md08550zgoz3pw.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1c6yfz42md08550zgoz3pw.png
train,255,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/255.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/255.png
train,cju858eswlepn0871pzvdrhj1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju858eswlepn0871pzvdrhj1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju858eswlepn0871pzvdrhj1.png
train,cju2uy8ox62jo0801g88hh42z,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2uy8ox62jo0801g88hh42z.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2uy8ox62jo0801g88hh42z.png
train,16,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/16.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/16.png
train,cju76o55nymqd0871h31sph9w,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju76o55nymqd0871h31sph9w.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju76o55nymqd0871h31sph9w.png
train,cju7fen322ou10817ziqkob4k,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7fen322ou10817ziqkob4k.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7fen322ou10817ziqkob4k.png
train,437,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/437.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/437.png
train,406,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/406.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/406.png
train,508,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/508.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/508.png
train,cju2oq5570avm079959o20op1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2oq5570avm079959o20op1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2oq5570avm079959o20op1.png
train,cju5cu8qkb84x08186jwo8yin,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5cu8qkb84x08186jwo8yin.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5cu8qkb84x08186jwo8yin.png
train,cju1b3zgj3d8e0801kpolea6c,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1b3zgj3d8e0801kpolea6c.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1b3zgj3d8e0801kpolea6c.png
train,cju8c1a0ws7o208181c6lbsom,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8c1a0ws7o208181c6lbsom.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8c1a0ws7o208181c6lbsom.png
train,310,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/310.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/310.png
train,445,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/445.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/445.png
train,cju2z45kuzf6d0988nz2c819m,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2z45kuzf6d0988nz2c819m.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2z45kuzf6d0988nz2c819m.png
train,cju2yyhsp933j0855hp32e012,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2yyhsp933j0855hp32e012.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2yyhsp933j0855hp32e012.png
train,177,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/177.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/177.png
train,cju1871y11d6r0799k6cw4yze,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1871y11d6r0799k6cw4yze.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1871y11d6r0799k6cw4yze.png
train,cju7dp3dw2k4n0755zhe003ad,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7dp3dw2k4n0755zhe003ad.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7dp3dw2k4n0755zhe003ad.png
train,252,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/252.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/252.png
train,cju84dsvaklpx098750hp83x4,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju84dsvaklpx098750hp83x4.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju84dsvaklpx098750hp83x4.png
train,cju2t16vuucaq0835xcpsivn2,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2t16vuucaq0835xcpsivn2.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2t16vuucaq0835xcpsivn2.png
train,cju7f0ec32txj08184asb8w5f,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7f0ec32txj08184asb8w5f.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7f0ec32txj08184asb8w5f.png
train,225,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/225.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/225.png
train,cju31rb7vb6110801p9rhacuw,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju31rb7vb6110801p9rhacuw.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju31rb7vb6110801p9rhacuw.png
train,168,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/168.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/168.png
train,cju183od81ff608017ekzif89,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju183od81ff608017ekzif89.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju183od81ff608017ekzif89.png
train,cju34zivp3fq80988opxbaqyn,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju34zivp3fq80988opxbaqyn.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju34zivp3fq80988opxbaqyn.png
train,cju5ygh1zmmdi0755uod5e17i,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5ygh1zmmdi0755uod5e17i.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5ygh1zmmdi0755uod5e17i.png
train,cju33231uy4gi0993qc7b1jch,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju33231uy4gi0993qc7b1jch.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju33231uy4gi0993qc7b1jch.png
train,51,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/51.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/51.png
train,cju2rpa30t07b0835im0erql0,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2rpa30t07b0835im0erql0.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2rpa30t07b0835im0erql0.png
train,158,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/158.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/158.png
train,cju5x15djm7ae0755h8czf6nt,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5x15djm7ae0755h8czf6nt.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5x15djm7ae0755h8czf6nt.png
train,cju8dic9mtppa0987swn23wbc,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8dic9mtppa0987swn23wbc.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8dic9mtppa0987swn23wbc.png
train,12,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/12.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/12.png
train,cju1cfhyg48bb0799cl5pr2jh,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1cfhyg48bb0799cl5pr2jh.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1cfhyg48bb0799cl5pr2jh.png
train,566,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/566.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/566.png
train,cju83syhdk6gs0801rf1rekdl,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju83syhdk6gs0801rf1rekdl.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju83syhdk6gs0801rf1rekdl.png
train,292,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/292.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/292.png
train,cju35eg0tdmjt085525sb4bua,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju35eg0tdmjt085525sb4bua.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju35eg0tdmjt085525sb4bua.png
train,cju14pxbaoksp0835qzorx6g6,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju14pxbaoksp0835qzorx6g6.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju14pxbaoksp0835qzorx6g6.png
train,cju3128yi0rpu0988o4oo5n8n,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3128yi0rpu0988o4oo5n8n.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3128yi0rpu0988o4oo5n8n.png
train,347,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/347.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/347.png
train,cju3u4lxmg59o0755rz42b9en,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3u4lxmg59o0755rz42b9en.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3u4lxmg59o0755rz42b9en.png
train,238,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/238.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/238.png
train,229,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/229.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/229.png
train,327,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/327.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/327.png
train,cju8b6rp0r5st0850184f79xt,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8b6rp0r5st0850184f79xt.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8b6rp0r5st0850184f79xt.png
train,480,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/480.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/480.png
train,cju3u815rg4ek0850vvhtcvcm,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3u815rg4ek0850vvhtcvcm.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3u815rg4ek0850vvhtcvcm.png
train,cju30df2j09dd08351ayx2t6w,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju30df2j09dd08351ayx2t6w.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju30df2j09dd08351ayx2t6w.png
train,297,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/297.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/297.png
train,173,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/173.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/173.png
train,301,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/301.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/301.png
